1022870,6.88001E+14,0,0,0,0,0,0,0,0
1022870,5.03342E+12,0,0,0,0,0,0,0,0
1022870,5.03001E+14,0,0,0,0,0,0,0,0
1022870,5.05192E+12,0,0,0,0,0,0,0,0
1022870,7.74001E+14,0,0,0,0,0,0,0,0
1022870,8.60005E+13,0,0,0,0,0,0,0,0
85455,6.88001E+14,21,0,0,0,0,0,0,0
85455,1.092E+15,110,3,0,0,0,0,4,0
85455,5.03342E+12,27,0,0,0,0,0,14,0
85455,5.03062E+12,80,0,0,0,0,0,19,0
85455,5.03001E+14,99,2,0,0,0,0,10,0
85455,5.03312E+12,51,1,0,0,0,0,9,0
85455,5.05192E+12,29,0,0,0,0,0,25,0
85455,7.74001E+14,33,0,0,0,0,0,6,0
85455,5.06902E+12,30,0,0,0,0,0,7,0
85455,5.00472E+12,165,0,0,0,0,0,29,0
85455,4.14001E+14,126,2,1,1,13,0,0,0
85455,8.60005E+13,106,0,0,0,0,0,0,0
1007928,5.03312E+12,0,0,0,0,0,0,0,0
1007928,5.05192E+12,0,0,0,0,0,0,0,0
1030820,6.88001E+14,0,0,0,0,0,0,11,0
1030820,1.092E+15,0,0,0,0,0,0,15,0
1030820,5.03062E+12,0,0,0,0,0,0,3,0
1030820,5.03312E+12,0,0,0,0,0,0,9,0
1030820,5.05192E+12,0,0,0,0,0,0,13,1
1030820,5.00472E+12,1,0,0,0,0,0,0,0
1030820,8.60005E+13,3,0,0,0,0,0,0,0
1030813,5.03001E+14,0,0,0,0,0,0,21,0
1030812,1.092E+15,0,0,0,0,0,0,0,0
1030812,5.03342E+12,26,0,0,0,0,0,0,0
1030812,5.03062E+12,0,0,0,0,0,0,0,0
1030812,5.03001E+14,1,0,0,0,0,0,0,0
1000023,5.00472E+12,0,0,0,0,0,0,0,0
1015201,6.88001E+14,38,0,0,0,0,0,8,0
1015201,1.092E+15,119,0,0,0,0,0,0,0
1015201,5.03342E+12,22,0,0,0,0,0,5,0
1015201,5.03062E+12,62,0,0,0,0,0,-1,0
1015201,5.03001E+14,31,0,0,0,0,0,-2,0
1015201,5.03312E+12,19,0,0,0,0,0,5,0
1015201,5.05192E+12,32,0,0,0,0,0,18,0
1015201,7.74001E+14,91,0,0,0,0,0,0,0
1015201,5.06902E+12,14,0,0,0,0,0,0,0
1015201,5.00472E+12,15,0,0,0,0,0,0,0
1015201,4.14001E+14,0,0,0,0,0,0,0,0
1015201,8.60005E+13,24,0,0,0,0,0,0,0
1015215,5.03342E+12,0,0,0,0,0,0,0,0
1015215,5.03062E+12,0,0,0,0,0,0,0,0
1007929,6.88001E+14,0,0,0,0,0,0,0,0
1007929,1.092E+15,0,0,0,0,0,0,0,0
1007929,5.03342E+12,0,0,0,0,0,0,0,0
1007929,5.03062E+12,0,0,0,0,0,0,0,0
1007929,5.03001E+14,0,0,0,0,0,0,0,0
1007929,5.03312E+12,0,0,0,0,0,0,0,0
1007929,5.05192E+12,0,0,0,0,0,0,0,0
1007929,7.74001E+14,0,0,0,0,0,0,0,0
1007929,5.06902E+12,0,0,0,0,0,0,0,0
1007929,5.00472E+12,0,0,0,0,0,0,0,0
1007929,4.14001E+14,0,0,0,0,0,0,0,0
1007929,8.60005E+13,0,0,0,0,0,0,0,0
1030827,1.092E+15,0,0,0,0,0,0,0,0
1030827,5.03062E+12,0,0,0,0,0,0,0,0
1030827,5.03001E+14,0,0,0,0,0,0,0,0
1030827,5.03312E+12,0,0,0,0,0,0,0,0
1030827,5.05192E+12,0,0,0,0,0,0,0,0
1030827,7.74001E+14,0,0,0,0,0,0,0,0
1030827,5.00472E+12,0,0,0,0,0,0,0,0
1030827,4.14001E+14,0,0,0,0,0,0,0,0
1030827,8.60005E+13,0,0,0,0,0,0,0,0
1007905,6.88001E+14,0,0,0,0,0,0,6,0
1007905,1.092E+15,0,0,0,0,0,0,0,0
1007905,5.03342E+12,0,0,0,0,0,0,0,0
1007905,5.03062E+12,0,0,0,0,0,0,34,0
1007905,5.03001E+14,0,0,0,0,0,0,34,0
1007905,5.03312E+12,34,0,0,0,0,0,16,0
1007905,5.05192E+12,0,0,0,0,0,0,25,0
1007905,7.74001E+14,0,0,0,0,0,0,0,0
1007905,5.00472E+12,0,0,0,0,0,0,69,1
1007905,4.14001E+14,0,0,0,0,0,0,119,0
1007905,8.60005E+13,-6,0,0,0,0,0,109,1
1030816,5.03001E+14,0,0,0,0,0,0,0,0
1030816,7.74001E+14,0,0,0,0,0,0,0,0
1015206,6.88001E+14,0,0,0,0,0,0,0,0
1015206,1.092E+15,0,0,0,0,0,0,0,0
1015206,5.03342E+12,0,0,0,0,0,0,0,0
1015206,5.03312E+12,0,0,0,0,0,0,0,0
1015206,5.05192E+12,0,0,0,0,0,0,0,0
1015206,7.74001E+14,0,0,0,0,0,0,0,0
1015206,5.00472E+12,0,0,0,0,0,0,0,0
1015206,4.14001E+14,0,0,0,0,0,0,0,0
1015206,8.60005E+13,0,0,0,0,0,0,0,0
1022884,5.03342E+12,0,0,0,0,0,0,18,0
1022872,5.05192E+12,0,0,0,0,0,0,0,0
1022872,7.74001E+14,0,0,0,0,0,0,0,0
1022881,5.05192E+12,0,0,0,0,0,0,0,0
1015207,5.03342E+12,0,0,0,0,0,0,0,0
1015207,5.03001E+14,0,0,0,0,0,0,0,0
1015207,5.03312E+12,0,0,0,0,0,0,0,0
1015207,5.05192E+12,0,0,0,0,0,0,0,0
1015207,7.74001E+14,0,0,0,0,0,0,0,0
1015207,5.06902E+12,0,0,0,0,0,0,0,0
1015207,5.00472E+12,0,0,0,0,0,0,0,0
1015207,4.14001E+14,0,0,0,0,0,0,0,0
1015207,8.60005E+13,0,0,0,0,0,0,0,0
1022863,7.74001E+14,0,0,0,0,0,0,0,0
1030836,5.03312E+12,0,0,0,0,0,0,11,0
1030836,5.05192E+12,0,0,0,0,0,0,48,0
1030836,7.74001E+14,0,0,0,0,0,0,22,0
1030836,5.06902E+12,0,0,0,0,0,0,43,0
1030836,5.00472E+12,0,0,0,0,0,0,17,1
1015230,6.88001E+14,0,0,0,0,0,0,0,0
1015230,5.03342E+12,0,0,0,0,0,0,0,0
1015230,5.03062E+12,0,0,0,0,0,0,0,0
1015230,5.03001E+14,0,0,0,0,0,0,0,0
1015230,5.03312E+12,0,0,0,0,0,0,0,0
